Ward name,West End,Knightsbridge,Bromley,Croydon,Ealing,Shepherds Bush,Wood Green,Harrow,Romford,Uxbridge,Hounslow,Kingston,Ilford,Sutton,Barking,Edgware,Bexleyheath,Wembley,Kilburn,Orpington,Camden Town,Southall,Enfield Town,Eltham,Woolwich,Dalston,Fulham,Hammersmith,Chiswick,Angel,Nags Head,Kensington High Street ,King's Road (east),Brixton,Streatham,Catford,Lewisham,Wimbledon,East Ham,Stratford,Richmond,Peckham,Canary Wharf,Walthamstow,Clapham Junction,Putney,Tooting,Wandsworth,Queensway/ Westbourne Grove
Barking and Dagenham - River,15959.48876544716,18246.806127808286,14077.480312522992,21058.766130381016,30325.17886986143,22303.90432767505,16490.74279136332,31042.978756599965,8372.594748061447,39981.0486976707,33222.97022730875,30086.243889167414,4164.585079793378,26879.773032461242,2225.3942937499523,26928.82909647136,8094.509825425172,27966.197145432838,19992.910911923704,16298.477643243208,16671.237616286777,32819.78436179177,19031.510378973682,8387.186140082002,4085.6014638761458,11906.0238835339,21233.145223203857,22436.008424509626,25469.091598917577,14118.024206452066,11444.359679115058,20438.442091977162,19211.149232909418,16153.673870995186,18496.518747570495,11763.560573031647,11639.169048056703,24793.695043641404,2971.718674402659,7629.865479486712,28523.489268315836,12628.695546848152,8513.217418359547,10987.420002500858,19552.4470977442,22765.083921818154,21484.527436619344,20570.8788298528,19719.638181399532
Barking and Dagenham - Thames,16255.044678359387,18546.213719103795,14262.841410763498,21300.460957137944,30616.90922689767,22601.255099300844,16709.413011981545,31314.427835010014,8126.41438936638,40267.57479376171,33523.616358995336,30382.14370894278,4210.268237338821,27145.48645395398,2379.498648995076,27171.802201262744,8060.523692088818,28248.975241717937,20278.634210922584,16373.117074093634,16954.076745101658,33114.67734038939,19169.082669261796,8561.645787470883,4295.936184389662,12173.693486935244,21533.927837807267,22735.77538785777,25768.791740364868,14402.444276478374,11739.956241383808,20737.27057294323,19511.86755604058,16448.894034127192,18777.81749541205,12016.239131462957,11882.211351735266,25085.423585713797,3237.7035796803425,7868.897742167581,28824.270683809504,12923.80977582342,8813.933031763456,11152.45355073071,19851.955180759378,23065.167235041354,21770.737811640738,20869.443984383954,20014.827846227974
Barking and Dagenham - Valence,18803.67095693927,21334.276127052235,18498.33021062861,25464.5938757659,32806.798209980305,25172.85996352136,17150.270198248018,32763.765539218894,4092.2090253829465,42178.97009250031,36397.650066990136,33827.27042427744,3740.392012935787,31154.632059430976,4322.095216990169,27923.98501598707,11375.696775406892,30092.488385439297,22323.459772241782,20246.27599501671,18958.432942690102,35453.8592455529,18116.63403310141,12789.349867607489,8531.36097496431,13886.541854485013,24563.28880859519,25518.684989312947,28519.475910776473,16526.057474236008,14403.919630267166,23443.941005459936,22503.070987879808,19988.500497772806,22619.92586825557,16138.64541133082,16047.990597286109,28691.43411845727,5972.501422376431,9262.906941924743,31815.056500334395,16501.553229514724,12012.61570777957,10908.454952395921,23135.346740223613,26265.72439779154,25517.518872966903,24216.994529905387,22482.728093424335
Barking and Dagenham - Village,14682.953375233103,17134.126811406142,15149.132519890843,21527.817601324132,28892.283027944803,21063.925256019877,14400.93210250795,29291.812474956987,8400.025696521338,38430.40630423633,32193.054266513256,29506.390598157253,2230.377610990631,26992.82018337957,0.0,24950.40703326792,10214.072380652495,26366.182772313903,18460.16087462575,18027.81505670814,15102.196724000778,31468.198720088698,16806.322024473815,9629.417360718748,5266.441583894814,10163.164737459261,20299.844978931596,21330.309440441506,24347.904855919358,12590.32581810028,10214.057598742238,19278.00232291404,18245.637436107038,15671.018846665705,18372.316169373258,12187.403420335539,12186.443136924134,24375.417341418066,1651.6029206880864,5678.106440078001,27570.74127690499,12193.54855441751,7693.197584209736,8772.95649420249,18823.505838961064,21968.434620411193,21230.289409374243,19899.6156700937,18410.368257798204
Barking and Dagenham - Whalebone,20286.086613541287,22902.29579716975,20800.86612991721,27698.121317391895,33997.99144233356,26604.268150518325,17626.269187256134,33570.32598555189,2408.540261772111,43185.25314880697,37927.99606903389,35661.465110417565,5069.4283155966305,33293.68294151045,6314.050931305071,28400.600451506663,13478.29230544869,31121.079474800288,23521.02123890772,22464.62779377674,20180.556109482073,36710.02693613834,17746.912200273237,15093.226873145999,10822.395822763847,15080.455185209808,26223.720550011236,27052.07939956485,30019.114659776787,17846.500099865447,16008.607167444245,24954.855300537878,24158.71599942131,21920.078990635735,24685.789667677283,18359.03896782968,18290.947079740585,30621.558330887714,7945.067750376158,10521.055209584003,33421.42802261594,18473.417382046882,13884.56411144764,11263.819123940444,24927.446204485444,28001.21847965872,27527.66280650543,26034.565154129363,23885.851991418618
Barnet - Brunswick Park,12277.048901543041,13982.675838914987,26949.215582779932,27913.26264172629,17016.56438344028,14138.395686232108,4454.075308556946,13837.069552549394,23602.074779348328,23995.320488146263,23664.095465234095,25686.921411355892,17659.88037358474,29403.052360953483,18699.340996498777,7477.31599630316,27812.546703642565,13256.248743661934,10066.045300306256,32693.540637716385,9567.533532780399,19907.229023206157,5955.111689539143,24042.429128806343,21501.227452853655,10375.028322311911,16706.942363538576,15596.74909071154,17113.40131475371,10586.588632502084,13386.891267699244,14192.013385660091,15589.510837504527,18373.906239358337,21991.264083958627,22082.11183506564,22651.433239851813,23397.971353465386,18022.972814348464,13341.756090738561,20890.735871118148,17752.900894701383,16066.603567432006,10232.88316662871,17776.043411013678,18757.198115167037,22689.113846452157,18735.88087351843,12456.700673177787
Barnet - Burnt Oak,13408.58588312873,13623.641925010135,29234.731532798614,27917.58881861608,10532.145801997794,11465.764074365487,10596.19833927102,6214.507764660839,30559.42602496994,16349.813353462077,17850.20016193999,21670.229589918297,23976.77763648588,27562.526210049728,24553.501120426838,1122.502293657779,32436.263685534344,6824.599530392141,9053.329654844465,35580.08195729165,11077.782154223301,13211.818633113055,13521.22568526033,27711.26106071467,26177.89783064161,14726.681125847885,14862.215539206578,12999.569150838628,13134.017309380777,13349.740984607046,16606.52279345236,12610.474164393718,14702.574474661085,18970.804732343193,21945.54730868538,24493.546376312595,25150.104019294802,21025.385936041668,23529.70279120274,18884.765293558634,16316.591371854662,19775.53363471015,19881.97420690108,16962.172667271672,16840.879043702316,16427.089751599065,21550.02366631783,17424.885297578283,11333.647233031972
Barnet - Childs Hill,6912.834532324786,7542.334111120522,22736.52678180614,21959.465466494352,11043.575504185348,6881.072359366419,6929.871581487281,10333.008228327,25826.395940737715,19768.521716364365,16863.776729540372,18417.052490694878,18756.390478853547,22554.853099029144,18959.64619718281,7375.135202981468,26140.121557255577,7760.256901082958,3034.1900364795124,29058.606813745195,4575.3994405395015,13935.485479985526,12565.118439483094,21246.41183265672,19966.147054412068,8816.47790242325,9677.35398913138,8369.027001922437,9884.190503404712,6966.391019102803,10200.826565291973,7173.262478353017,8917.057327055869,12695.229340965674,15937.608317061748,17975.8576079884,18630.34855568124,16324.832762437098,17751.230169992254,13326.352537027546,13707.755873912312,13263.358062697549,13532.421329163333,12596.363026130426,11143.047529037145,11633.830563489559,16054.846875890411,11953.627532130522,5539.66204435017
Barnet - Colindale,11512.341080231028,11649.207984433666,27325.323409162673,25939.781797735734,9617.949980525147,9547.74125776319,9711.512712204814,6497.8426037340705,29565.441719393624,16576.98236502674,16693.249618130176,20042.28671984994,22783.70780910892,25667.386407839134,23220.44811796218,3035.9580302935374,30789.59552974295,5816.3400237471915,7091.160140866993,33703.43665265702,9273.55155967869,12446.246584562394,13550.229984765747,25944.420168903554,24574.253193496115,13225.932249810241,12915.96732040478,11092.697092292903,11417.602958229283,11633.371374020086,14881.669208721178,10640.343639520239,12724.548286705529,17004.906659974306,19966.467453631692,22609.993340214736,23271.048278003716,19155.12754953724,22119.40590888735,17542.787202146286,14767.1930117176,17886.03455153983,18195.41728335862,16010.874690737282,14867.307628597968,14526.024837204432,19594.514570268686,15464.611623484838,9354.763619643227
Barnet - Coppetts,9759.249835947903,11467.968811701909,24646.407041004768,25399.635824863035,15581.505024395186,11840.577941493455,3115.134914468052,13261.690745838878,23067.02012647471,23331.60262831581,21856.595558923116,23433.535946261945,16636.292640938733,26900.868927648295,17415.600300984675,7672.91138008725,26069.14462192292,11945.125609266197,7683.187199045049,30519.376338332833,7043.932883135958,18499.762681088236,7501.2635771147325,22000.745805056034,19738.44979102397,8337.498668759099,14263.344228240683,13254.541367121275,14964.898561517892,8187.886140664735,11127.229135352281,11757.905762925888,13087.811613372169,15863.120730412731,19468.333001505565,19772.572471231437,20359.69704714192,20950.824621292908,16563.384440837133,11847.756582752823,18795.869884657375,15355.372982607196,13987.749317173413,9473.034393021513,15264.950294701523,16339.170895383535,20171.623700297198,16238.120969319394,10011.195602682625
Barnet - East Barnet,12953.547454703052,14700.153469621013,27488.534558359428,28580.650851177215,17658.733367405228,14882.044889831115,4830.3134884164,14318.767937730281,23540.64795431315,24470.647894231093,24358.75481061939,26428.34215417493,17763.622430630778,30127.89078330256,18881.201461721565,7832.829455672101,28131.010909739805,13885.531076667192,10808.26930585982,33172.88130573191,10253.969709950283,20540.51107447195,5411.075738476979,24474.88126461168,21835.45682499243,10841.09925135587,17445.145921555286,16340.596790313231,17849.287127639407,11190.11921554699,13923.323444867068,14931.059708258746,16314.022488870958,19039.995216017564,22672.759578728866,22627.82275032742,23188.552900361778,24136.162779875,18263.531067411808,13612.638616107415,21621.07483925864,18345.001118368946,16526.178170395742,10305.28793674897,18495.987614436453,19498.218979069978,23404.620111601198,19462.182037097948,13194.074263189515
Barnet - East Finchley,8339.195032805284,9841.870568986618,23635.18053945852,23954.253764288576,14092.652797293142,10066.892717292601,3946.1951278701194,12305.189831702277,23699.794845936463,22226.021725257637,20183.031372968322,21659.559802395255,16975.96005240588,25236.47993625487,17536.960468841873,7443.1855418084215,25709.414320130105,10556.954773628855,5920.328656575086,29668.39819601039,5610.5515399109645,17009.38362071972,9218.453510837182,21341.755389388974,19397.14925179852,7882.61268271954,12533.538539814012,11485.521974949273,13202.712015299845,7150.007152260772,10280.879277412969,10021.14607742106,11426.505293398739,14447.074384954776,17980.980307247082,18769.642090735048,19381.133207799397,19224.35640556431,16542.073796358334,11874.476873506439,17041.338341240742,14226.982087505623,13350.702293628185,10153.83135012487,13624.021219056787,14594.63269185216,18547.523540471197,14567.904126483156,8281.791090810097
Barnet - Edgware,14287.0932334091,14622.336055512618,30111.548939288885,28957.13607076886,11489.709252252693,12567.39820165957,10788.035260866885,6771.040319790795,30719.90385802763,16792.489908796622,18857.0914722808,22780.859825284173,24280.238978427125,28673.339549277072,24950.40703326792,0.0,33056.2372101668,7838.7736694583355,10030.18152689904,36414.40852518979,11876.332626285033,14106.059833077907,13156.378849880006,28439.502705413106,26770.479457002977,15274.21824774152,15949.818891730332,14105.492130315664,14255.059620907658,14064.862355864227,17316.810327731553,13673.256460467921,15743.116128177347,19942.768337019494,22972.55700120835,25342.176422264794,25993.099425528693,22141.246621467388,23983.057975874643,19303.91071253184,17417.36548356953,20635.611560710535,20552.420672076612,17137.48448221956,17896.191554814086,17535.376239093785,22630.395279477612,18500.4905624031,12357.458790743298
Barnet - Finchley Church End,10277.195553836398,11273.79776102157,25912.790734198083,25653.834035519067,12813.493820626762,10505.59616970848,6183.2222921016555,10113.101051837553,26134.001189761027,20206.22604594547,19477.969397974033,21855.03835871558,19537.303236117696,26338.76843367914,20155.146951349165,4805.284240872311,28321.58283411582,9073.17387385736,6824.367017388433,32059.723731987768,7638.188158104553,15712.397410156924,10104.065341295434,23859.11885492319,22017.210517258507,10504.838010625894,13449.702557672961,12036.315826935755,13191.116936929937,9542.105428298355,12750.030370877043,10955.279657311012,12696.295968119315,16275.186449439172,19635.028372246732,21072.761443542135,21702.022734047692,20067.729626739107,19177.806928417784,14501.658973047352,16883.55483102414,16442.10996329275,15899.756628794252,12540.242491922796,14923.582358168329,15367.359461449027,19841.49896523104,15743.934108317822,9329.694939061179
Barnet - Garden Suburb,8084.654777971408,9363.110378734265,23610.929223447805,23614.4245890896,13187.172564449429,9304.76073965266,4811.9079007438495,11530.937740922198,24434.079100874533,21391.731424889556,19289.566415473255,20878.50328013384,17623.148554365016,24678.730364104773,18100.5876127507,7017.492944795649,26042.96778979892,9666.896929931163,5231.070438809939,29732.94573083926,5391.759502553904,16103.350372145796,10089.46050725029,21529.87969076101,19753.12941767927,8261.330335109935,11897.489776530878,10753.85546233729,12373.766069400606,7209.749173701771,10417.27494652435,9378.692903488403,10896.180041394384,14154.257196957195,17614.977215564577,18762.314882521616,19387.451596582323,18584.56948533382,17050.736347834965,12424.312152415996,16199.210688819261,14154.190951030812,13581.516520642614,10932.071562373256,13111.779362065545,13926.637638007694,18044.15226827829,14016.714532707396,7660.943791967526
Barnet - Golders Green,8079.508865301071,8825.48056525619,23872.344424520375,23238.164918089617,11398.327499118295,8043.542190900272,6584.940752352973,9953.372231089785,26017.56449610791,19687.961135784048,17589.05017864765,19499.597184162176,19085.902812198903,23823.96354452276,19431.395275986648,6273.886353239648,26960.394749712614,7886.6253140031295,4318.495394315369,30144.838560006247,5603.209953113543,14315.125440117918,11763.775179236416,22200.74376792018,20731.14004650154,9385.389785046973,10935.71651864131,9558.454495641963,10891.094461366863,7839.459809959003,11096.036991921215,8440.48715056789,10205.413060841718,13943.067879254808,17216.10613259274,19081.947996353898,19729.288911539574,17562.907771696726,18297.05547502415,13760.633909262782,14664.500918875567,14387.738884358898,14382.797176621778,12597.899144096711,12431.130632966735,12865.058758247555,17340.91045728749,13235.723514379908,6823.426454726037
Barnet - Hale,13937.252385213385,14344.145101527882,29754.306449010317,28707.79880315364,11670.25457540968,12409.3279178987,10300.720470118862,7134.083352603297,30231.686458655084,17197.618827112074,18998.143792125484,22775.4286504989,23796.373052679977,28530.35132851018,24474.051503368326,488.2186306634182,32614.25380912638,7972.394064469468,9742.228758436431,36037.50012547617,11495.005409676318,14329.839383022352,12719.586531587594,28026.34450240997,26323.493835871013,14821.58551374471,15763.865844266315,13955.43710773286,14207.400999373349,13653.16631791076,16901.657687410367,13455.669734947374,15500.02383210864,19641.997887091824,22713.1167366582,24973.32385277198,25621.669147606255,22016.1288809878,23513.352100644835,18830.7663829381,17437.31531361968,20273.36033539192,20124.94739327667,16649.428813644805,17667.02459350104,17388.934932034903,22430.44556908965,18295.61255207819,12102.145392948392
Barnet - Hendon,9912.572390835527,10422.341824165467,25731.762026259752,24835.427837039264,10811.559753022779,9016.860687848057,7756.58078639186,8452.154912038592,27541.866319198496,18427.53484043296,17505.64352138417,20128.84364334249,20738.416129796726,25063.634380659754,21179.279060699722,4383.373976316862,28857.293556896802,7083.515088346558,5820.39004305851,32032.292808393544,7500.147745630647,13713.433016613824,12100.871544795584,24114.0289452947,22615.045126474724,11215.471241622014,12175.637766626536,10573.101451233957,11440.836715914002,9751.723212198543,13008.466831374966,9752.611918079096,11681.20086258332,15660.580911287,18820.969896645573,20958.805263270002,21609.849111653995,18670.455868058463,20089.758110313116,15501.248748999515,15051.592022073895,16253.328397112951,16289.389386689116,14008.214085749247,13886.171830522193,13975.459427929633,18739.73738750645,14604.96728953936,8265.294400034712
Barnet - High Barnet,16804.779064329945,18042.914210472565,32000.5309433603,32359.232753971708,17592.400775655984,17173.00936671449,9706.585231712073,12799.800586555843,28106.859807107856,22515.68170854652,24874.91002886601,28215.43200168815,22626.39878345401,33127.648422005564,23805.181927103145,6160.34950055457,33056.904770634035,13862.80594687765,13627.13400575647,37862.34529797467,14084.066485483652,20256.51317407732,8723.660880489573,29270.20163688385,26750.862075127952,15588.769422094952,20229.745667220326,18724.442726795132,19535.90479111529,15519.250719099085,18483.668936968443,17747.41318401458,19494.429608778424,22895.39393189716,26354.570417182753,27126.51331867825,27716.566504243936,26805.12603438136,23205.944393406113,18553.456848401802,23009.623714416095,22667.11010101354,21275.839574105015,15159.238230140643,21721.86855659694,22103.362521769566,26643.169985098502,22546.605245559484,16132.547834018349
Barnet - Mill Hill,12881.018269074313,13716.947509457785,28553.433207913808,28134.56217633489,13196.959949986607,12465.220096686633,8102.636414097498,9277.606671550851,27968.65211199901,19412.196912762967,20309.565006741384,23441.709418524657,21641.759464411534,28513.752456879025,22410.66449339017,2811.238128159899,30838.33100727087,9402.064838593225,9161.022590971908,34700.26667923451,10268.279748983474,15985.461233926928,10460.288781574249,26466.19886575198,24518.86873068153,13010.062659695315,15620.837794246187,14022.726331912061,14761.176394797565,12176.822075861151,15371.639142036316,13180.757253423295,15054.438272796866,18826.88337973539,22112.605219131012,23715.1476381012,24344.726032054314,22122.293158035467,21518.666477598286,16810.853631643815,18255.210932744878,19079.590481602598,18487.057063729604,14410.779741246944,17272.304211492046,17428.344164736,22152.867726400284,18024.697027504626,11646.26763007378
Barnet - Oakleigh,13123.833743803803,14714.478405014695,27946.754749717176,28764.966356169276,16971.636390306387,14618.752310390375,5508.085418997269,13441.458471141588,24498.895222241903,23582.17646233521,23787.230541858848,26099.85678977259,18654.413626605132,30089.779107355673,19725.05915930725,6891.360209263344,28865.915189324747,13181.353324420379,10642.832683362636,33721.800712161494,10399.611573908895,19834.37731584952,6289.979912484363,25086.378247928744,22555.13104081342,11413.066123656587,17317.96394902056,16108.31628306816,17470.1535725784,11540.669888497489,14391.25915273036,14798.9534080279,16288.914377102932,19233.244401454005,22817.183405178115,23076.521035333928,23651.37667548335,24002.29688132487,19064.813178778804,14388.810773789126,21198.14710047791,18711.256105638808,17104.39075569743,11209.315284220977,18492.656383052436,19334.26882023708,23418.80204761057,19422.714484178006,13083.117189857347
Barnet - Totteridge,13997.427826521149,15169.430278115044,29364.988016099484,29507.640729883202,15416.2578660041,14343.670019716976,7658.556501245802,11287.584798550686,27037.31983762329,21347.816152040326,22524.8583715832,25511.060475043472,21066.68859920697,30255.919168885677,22040.1799195565,4555.651812833416,30925.691934104154,11623.136159056296,10747.72591918584,35338.71023206391,11290.99135569793,18194.945469435068,8661.007699590851,26875.094270843823,24596.399523379394,13220.510618476917,17361.068786226788,15889.358742151133,16822.269253810784,12868.81123681102,15930.502278082286,14873.449536883041,16614.553073975072,20067.80961926783,23497.224458044086,24495.392052842584,25100.3782523755,23954.74975812983,21292.8808199504,16584.19454166459,20383.390927386972,19968.04541572972,18860.64489133205,13661.98609122352,18842.001502266274,19252.357266271585,23762.950455647657,19667.294689852646,13253.020189025767
Barnet - Underhill,14548.438151286002,15934.303143323808,29622.976949169097,30156.397309722564,16840.539096230226,15414.50661050346,7338.490961230119,12727.827006886793,26182.756966937257,22764.389729042665,23904.36884172085,26713.534407125764,20454.626626859008,31178.067727236117,21552.98827878324,5976.359426171924,30699.007985627653,13042.86926569881,11647.223441648657,35464.95954367411,11819.120936040137,19631.849818210303,7375.104731795455,26871.83731707913,24385.3424672427,13189.708955078904,18315.437256367128,16944.075268319033,18030.42005612544,13157.293188915784,16093.570359744072,15806.895976286458,17443.952517532034,20656.2140606391,24171.214590428277,24749.223610940546,25335.167541029143,24958.846805478024,20902.340066049175,16227.303849446975,21649.00848913039,20317.611149763572,18876.180221626975,12996.998058372239,19666.455147346776,20262.14761952426,24598.773500445946,20540.6925126531,14138.955620041248
Barnet - West Finchley,10540.939886263814,11678.491318381757,26065.885823887213,26014.138473510655,13497.729830567841,11086.779481738811,5748.745005243463,10682.45125876692,25711.61737740656,20801.37426571185,20164.79476423419,22484.24690867341,19203.962743936274,26838.191492471804,19889.023979062385,5077.115472228925,28223.59392622806,9751.204701884424,7306.564822860254,32154.250141942874,7858.450675976279,16394.414607512997,9426.093915730842,23866.309052218036,21905.809761376047,10394.89126174918,13966.089981952433,12606.920460451902,13831.558584688879,9622.60586682339,12789.472161607331,11460.29160086007,13142.04109256367,16588.386240862434,20002.46870159833,21211.34126822078,21832.033743415348,20607.92391357827,18956.142046643978,14259.509667823871,17541.13940190887,16617.599394693196,15878.71155550665,12114.741205384675,15368.763738155529,15912.183677917865,20295.94666348872,16216.641240558562,9805.681023863195
Barnet - West Hendon,10825.758951857064,10715.683173368794,26567.06182397026,24895.013568657738,8535.8444797147,8362.537424931486,10132.754481913758,6177.212123403941,29782.72301064768,16033.997089432558,15490.090954341218,18755.949922155214,22862.279481044545,24459.49245407496,23176.11144360397,4214.171063676454,30410.22141331577,4752.246656382969,6256.730999346529,33002.13220234061,8778.97759377923,11407.714070447124,14443.192862631104,25422.260065721006,24255.741624303573,13073.22615369666,11770.84838643644,9894.998666409077,10136.138285489023,11241.141581441869,14452.939467334427,9561.40735461191,11693.748702251623,16104.231850985989,18951.798043303763,21909.506076205864,22577.756261584775,17928.586317026922,22006.998498884273,17514.529143368993,13483.836689507096,17184.83945852835,17799.660406606552,16312.529303893081,13798.917998626726,13322.804744911742,18465.31187963749,14348.389275045953,8377.274881537262
Barnet - Woodhouse,10950.688534014389,12483.992530076846,26012.660542337857,26583.045698328664,15423.074061829278,12459.815491223835,4330.556642984153,12572.291872254391,24148.41883827224,22712.54476190989,21987.366646934293,23992.45982152104,17868.048237195344,27856.695879699826,18718.960130586103,6588.546310426028,27462.641819086915,11691.995247964189,8430.680619004796,31914.13254030776,8220.850154538599,18326.290631483367,7488.010734027906,23408.075345617624,21132.232908655704,9745.267247365442,15097.423777846581,13930.961490160284,15409.514300178582,9530.668739318224,12514.27765096206,12578.841705643337,14055.307761063843,17063.02629634534,20619.344836628436,21138.734752900455,21731.288689767283,21785.155437203415,17905.537543414866,13189.547272463788,19185.045551444462,16685.269927790534,15394.677071120332,10593.619665623844,16259.752114989784,17126.094397123066,21186.798445900327,17189.318122854886,10857.110588250982
Bexley - Barnehurst,21581.010206043804,23250.287985394247,12204.948310838381,20581.284486295244,35826.92187523379,27459.798830067542,24251.165012842604,37558.90073083882,12948.698290502036,45710.09327350557,37327.33295504119,32772.47661317328,12311.519913003749,27282.73372811052,10464.438065673332,34228.05480454836,2077.315665050402,34053.3093070741,26109.295299435184,10774.39148151558,23034.21484263041,38001.397016954106,27259.062436435896,7904.039838391073,7497.994763346135,18954.407922148577,25509.272006948668,27176.37341247798,30123.634488979485,20518.54183364592,17364.80024763392,25448.21066849702,23716.144144556663,19485.46488937896,20410.6888290353,12997.1964337516,12477.54876413174,27188.22771579141,10727.579568521032,15342.607900352048,32518.75094986389,16330.229299042432,14004.569501730532,19155.15812256843,23313.2292224194,26522.006157045977,23554.824145016693,24074.28629696493,25204.693218052013
Bexley - Belvedere,19796.09114836002,21705.117115353132,12849.915799767097,20950.796660219785,34186.7972667137,25900.298974017296,21671.183092283867,35532.04776814301,10429.26965875425,44013.10807891528,36214.603026218436,32148.875391889913,9378.563432935216,27429.59277673121,7605.22296608379,31871.75886282198,3606.4900346742847,32182.953886760646,24186.888781524343,12826.896145195227,20997.433319808137,36490.81094172765,24410.105786102482,7626.951801776324,5606.918754965438,16630.674026195524,24249.3842340566,25765.441474399904,28767.00660982583,18444.16061694695,15411.900447262777,23924.147809095353,22354.071477624868,18468.939796171504,19915.133644810405,12504.172087562467,12100.999461809439,26620.466702507714,8045.054609978828,12741.587250055218,31418.963364689676,15105.08764072348,12105.110111341895,16356.977814227172,22210.467398360935,25458.91784171757,23057.37695400736,23073.246405412297,23506.563185523057
Bexley - Blackfen and Lamorbey,18014.316534492344,19206.333466274064,6607.0411101296895,14979.362575039371,31725.88141439838,23345.096057965384,22625.16660510593,34151.70698104862,16612.193554958278,41621.643298923475,32504.854191385355,27528.50471985245,13346.867981093834,21699.97882500479,11132.428335003833,31663.273155744424,3534.989716788389,30376.128575500577,22677.818487105687,6924.6708658131165,19935.756968824255,33681.202900105774,26815.359039769948,3286.240336077391,6109.989087111299,16752.150945857462,20992.987489671385,22840.789120904843,25667.686408618723,17604.555609807423,14348.635575723527,21317.23909512043,19378.531258178646,14796.289272780465,15175.831406846739,7977.229008170318,7366.775229811374,21937.41749053824,10537.350561295709,14276.151361337876,27717.906299174017,12054.690545806341,11152.253608375508,18692.350580203187,18637.45712268312,21745.68851079779,18283.50134352432,19264.631506565547,21370.39801321453
Bexley - Blendon and Penhill,18946.44627208835,20359.262137565787,8616.927071086839,16970.0860158894,32936.72596000927,24544.374741003176,22783.438130926155,35069.29794218207,14965.51353138855,42839.11322109723,34046.02414461914,29277.769547465177,12428.809177125087,23662.992128716647,10281.66619550345,32230.315329206656,1542.5114111457995,31400.40860157287,23573.919419186943,8283.070274369455,20675.85591429325,34992.10107816158,26552.60355087591,4527.771396206776,5786.150003538586,17093.011201480735,22371.564964396366,24139.546581712264,27028.216366269135,18250.320149627492,15008.066850337245,22517.738864889732,20668.04095682692,16239.197249255129,16908.664906000944,9561.357312279377,9000.735231540446,23686.740797170933,9972.628317411189,14131.931361565996,29243.99926357494,13274.964061762777,11692.77743494331,18378.680961934802,20086.611790836097,23251.1093768265,20040.92193924273,20781.44124582481,22437.5110261111
Bexley - Brampton,18689.715001659504,20441.09820565459,10919.064426840396,19038.998081599795,32994.18824761647,24650.3837361582,21348.820549305732,34621.78527467787,12052.039009574808,42861.845068086266,34732.31988179058,30466.177141763674,9925.33278435234,25551.55662681523,7901.1031888128155,31270.56449378074,2336.3530155486883,31148.835544523256,23188.032489203833,11197.598709470567,20089.850758983917,35219.34050561508,24573.595797212416,5764.555633980177,4543.082438728481,15998.01408422999,22827.583669684333,24427.392177092,27402.0224412192,17567.670888444933,14429.02092716963,22650.219457588017,20983.995028858935,16918.597243360167,18173.92746479561,10736.431902202354,10298.607573517465,24913.285258356966,7940.674205618897,12468.817599588474,29926.812268978196,13644.262012032781,11072.685073995915,16421.81348168618,20707.83554234569,23943.073267423748,21322.779358237778,21525.873020572522,22343.891638695015
Bexley - Christchurch,18660.43548643456,19758.16598649583,6394.844181805403,14806.628342038026,32232.27477850433,23867.19340324549,23474.079853273364,34782.29738207613,17380.967407714834,42117.97093176311,32820.88183293175,27684.381243962023,14262.478759333919,21584.52755943862,12050.878543869838,32410.891893451964,3898.6241868274624,30967.482046079003,23328.348826418747,6032.062237777322,20644.284041333027,34134.9171976789,27720.506561203536,3973.422938710847,7034.799778921101,17572.20108540701,21425.8198719023,23313.801758496447,26102.801523297105,18346.337002602584,15094.843426211472,21842.341596655715,19863.381668348593,15209.108961839662,15372.12392952047,8345.28283665407,7705.407683212271,22101.13712280944,11463.487259696443,15176.761183598097,28049.042345358666,12601.048366756471,11942.197705145929,19604.970791295065,19034.018068397632,22099.606232150174,18447.200912344622,19616.404515849506,21955.55262579594
Bexley - Colyers,21649.77663580898,23439.510060283425,13160.630945467268,21486.040091780273,35982.58685062561,27647.74341114391,23835.873955309984,37511.20753018992,11734.890901758165,45842.03373887242,37725.58318028088,33362.97738845151,11508.85646826922,28131.1476192071,9784.68672955245,33977.164894490874,3058.28015694716,34089.86491291393,26111.865382107993,12013.306869974107,22970.676519128287,38221.128784144246,26585.01557167864,8522.154013050429,7443.233733749941,18715.107616216937,25832.174850513253,27433.60717662591,30408.828514989415,20430.575493905933,17337.82068839269,25650.588063868112,23990.802661667494,19900.30117431267,21030.074854480208,13588.98616589548,13108.20990880002,27793.32966395254,10221.022366907146,14906.079126971075,32918.743868494435,16647.436271208262,13995.740403525708,18542.299618827397,23700.33228173311,26930.795343257418,24180.116547812973,24505.115606792027,25322.309545030777
